machine_frame,rendered,delta,camera,stage,lives
150,28,0,24,4,2
151,28,0,24,4,2
152,28,0,24,4,2
153,28,0,24,4,2
154,29,1,25,4,2
155,29,0,25,4,2
156,29,0,25,4,2
157,29,0,25,4,2
158,29,0,25,4,2
159,30,1,26,4,2
160,30,0,26,4,2
161,30,0,26,4,2
162,30,0,26,4,2
163,30,0,26,4,2
164,31,1,27,4,2
165,31,0,27,4,2
166,31,0,27,4,2
167,31,0,27,4,2
168,31,0,27,4,2
169,32,1,28,4,2
170,32,0,28,4,2
171,32,0,28,4,2
172,32,0,28,4,2
173,32,0,28,4,2
174,33,1,29,4,2
175,33,0,29,4,2
176,33,0,29,4,2
177,33,0,29,4,2
178,33,0,29,4,2
179,34,1,30,4,2
180,34,0,30,4,2
181,34,0,30,4,2
182,34,0,30,4,2
183,34,0,30,4,2
184,35,1,31,4,2
185,35,0,31,4,2
186,35,0,31,4,2
187,35,0,31,4,2
188,35,0,31,4,2
189,36,1,32,4,2
190,36,0,32,4,2
191,36,0,32,4,2
192,36,0,32,4,2
193,36,0,32,4,2
194,36,0,32,4,2
195,37,1,33,4,2
196,37,0,33,4,2
197,37,0,33,4,2
198,37,0,33,4,2
199,37,0,33,4,2
200,37,0,33,4,2
201,38,1,34,4,2
202,38,0,34,4,2
203,38,0,34,4,2
204,38,0,34,4,2
205,38,0,34,4,2
206,38,0,34,4,2
207,39,1,35,4,2
208,39,0,35,4,2
209,39,0,35,4,2
210,39,0,35,4,2
211,39,0,35,4,2
212,39,0,35,4,2
213,39,0,35,4,2
214,39,0,35,4,2
215,40,1,36,4,2
216,40,0,36,4,2
217,40,0,36,4,2
218,40,0,36,4,2
219,40,0,36,4,2
220,40,0,36,4,2
221,40,0,36,4,2
222,40,0,36,4,2
223,40,0,36,4,2
224,41,1,37,4,2
225,41,0,37,4,2
226,41,0,37,4,2
227,41,0,37,4,2
228,41,0,37,4,2
229,41,0,37,4,2
230,41,0,37,4,2
231,41,0,37,4,2
232,42,1,39,4,2
233,42,0,39,4,2
234,42,0,39,4,2
235,42,0,39,4,2
236,42,0,39,4,2
237,42,0,39,4,2
238,42,0,39,4,2
239,42,0,39,4,2
240,42,0,39,4,2
241,42,0,39,4,2
242,43,1,40,4,2
243,43,0,40,4,2
244,43,0,40,4,2
245,43,0,40,4,2
246,43,0,40,4,2
247,43,0,40,4,2
248,43,0,40,4,2
249,43,0,40,4,2
250,44,1,42,4,2
251,44,0,42,4,2
252,44,0,42,4,2
253,44,0,42,4,2
254,44,0,42,4,2
255,44,0,42,4,2
256,44,0,42,4,2
257,44,0,42,4,2
258,44,0,42,4,2
259,45,1,43,4,2
260,45,0,43,4,2
261,45,0,43,4,2
262,45,0,43,4,2
263,45,0,43,4,2
264,45,0,43,4,2
265,45,0,43,4,2
266,45,0,43,4,2
267,46,1,45,4,2
268,46,0,45,4,2
269,46,0,45,4,2
270,46,0,45,4,2
271,46,0,45,4,2
272,46,0,45,4,2
273,46,0,45,4,2
274,46,0,45,4,2
275,47,1,46,4,2
276,47,0,46,4,2
277,47,0,46,4,2
278,47,0,46,4,2
279,47,0,46,4,2
280,47,0,46,4,2
281,47,0,46,4,2
282,47,0,46,4,2
283,48,1,48,4,2
284,48,0,48,4,2
285,48,0,48,4,2
286,48,0,48,4,2
287,48,0,48,4,2
288,48,0,48,4,2
289,48,0,48,4,2
290,48,0,48,4,2
291,49,1,49,4,2
292,49,0,49,4,2
293,49,0,49,4,2
294,49,0,49,4,2
295,49,0,49,4,2
296,49,0,49,4,2
297,49,0,49,4,2
298,49,0,49,4,2
299,49,0,49,4,2
300,50,1,51,4,2
301,50,0,51,4,2
302,50,0,51,4,2
303,50,0,51,4,2
304,50,0,51,4,2
305,50,0,51,4,2
306,50,0,51,4,2
307,50,0,51,4,2
308,50,0,51,4,2
309,51,1,52,4,2
310,51,0,52,4,2
311,51,0,52,4,2
312,51,0,52,4,2
313,51,0,52,4,2
314,51,0,52,4,2
315,51,0,52,4,2
316,51,0,52,4,2
317,52,1,54,4,2
318,52,0,54,4,2
319,52,0,54,4,2
320,52,0,54,4,2
321,52,0,54,4,2
322,52,0,54,4,2
323,52,0,54,4,2
324,52,0,54,4,2
325,53,1,55,4,2
326,53,0,55,4,2
327,53,0,55,4,2
328,53,0,55,4,2
329,53,0,55,4,2
330,53,0,55,4,2
331,53,0,55,4,2
332,53,0,55,4,2
333,53,0,55,4,2
334,53,0,55,4,2
335,54,1,57,4,2
336,54,0,57,4,2
337,54,0,57,4,2
338,54,0,57,4,2
339,54,0,57,4,2
340,54,0,57,4,2
341,54,0,57,4,2
342,54,0,57,4,2
343,55,1,58,4,2
344,55,0,58,4,2
345,55,0,58,4,2
346,55,0,58,4,2
347,55,0,58,4,2
348,55,0,58,4,2
349,55,0,58,4,2
350,55,0,58,4,2
351,56,1,60,4,2
352,56,0,60,4,2
353,56,0,60,4,2
354,56,0,60,4,2
355,56,0,60,4,2
356,56,0,60,4,2
357,56,0,60,4,2
358,56,0,60,4,2
359,56,0,60,4,2
360,57,1,61,4,2
361,57,0,61,4,2
362,57,0,61,4,2
363,57,0,61,4,2
364,57,0,61,4,2
365,57,0,61,4,2
366,57,0,61,4,2
367,57,0,61,4,2
368,58,1,63,4,2
369,58,0,63,4,2
370,58,0,63,4,2
371,58,0,63,4,2
372,58,0,63,4,2
373,58,0,63,4,2
374,58,0,63,4,2
375,58,0,63,4,2
376,58,0,63,4,2
377,59,1,64,4,2
378,59,0,64,4,2
379,59,0,64,4,2
380,59,0,64,4,2
381,59,0,64,4,2
382,59,0,64,4,2
383,59,0,64,4,2
384,60,1,66,4,2
385,60,0,66,4,2
386,60,0,66,4,2
387,60,0,66,4,2
388,60,0,66,4,2
389,60,0,66,4,2
390,61,1,67,4,2
391,61,0,67,4,2
392,61,0,67,4,2
393,61,0,67,4,2
394,61,0,67,4,2
395,61,0,67,4,2
396,62,1,68,4,2
397,62,0,68,4,2
398,62,0,68,4,2
399,62,0,68,4,2
400,62,0,68,4,2
401,62,0,68,4,2
402,62,0,68,4,2
403,63,1,69,4,2
404,63,0,69,4,2
405,63,0,69,4,2
406,63,0,69,4,2
407,63,0,69,4,2
408,63,0,69,4,2
409,64,1,71,4,2
410,64,0,71,4,2
411,64,0,71,4,2
412,64,0,71,4,2
413,64,0,71,4,2
414,64,0,71,4,2
415,64,0,71,4,2
416,65,1,72,4,2
417,65,0,72,4,2
418,65,0,72,4,2
419,65,0,72,4,2
420,65,0,72,4,2
421,65,0,72,4,2
422,65,0,72,4,2
423,66,1,73,4,2
424,66,0,73,4,2
425,66,0,73,4,2
426,66,0,73,4,2
427,66,0,73,4,2
428,66,0,73,4,2
429,67,1,75,4,2
430,67,0,75,4,2
431,67,0,75,4,2
432,67,0,75,4,2
433,67,0,75,4,2
434,67,0,75,4,2
435,68,1,76,4,2
436,68,0,76,4,2
437,68,0,76,4,2
438,68,0,76,4,2
439,68,0,76,4,2
440,68,0,76,4,2
441,68,0,76,4,2
442,69,1,77,4,2
443,69,0,77,4,2
444,69,0,77,4,2
445,69,0,77,4,2
446,69,0,77,4,2
447,69,0,77,4,2
448,69,0,77,4,2
449,70,1,78,4,2
450,70,0,78,4,2
451,70,0,78,4,2
452,70,0,78,4,2
453,70,0,78,4,2
454,70,0,78,4,2
455,70,0,78,4,2
456,71,1,79,4,2
457,71,0,79,4,2
458,71,0,79,4,2
459,71,0,79,4,2
460,71,0,79,4,2
461,71,0,79,4,2
462,72,1,81,4,2
463,72,0,81,4,2
464,72,0,81,4,2
465,72,0,81,4,2
466,72,0,81,4,2
467,72,0,81,4,2
468,72,0,81,4,2
469,73,1,82,4,2
470,73,0,82,4,2
471,73,0,82,4,2
472,73,0,82,4,2
473,73,0,82,4,2
474,73,0,82,4,2
475,73,0,82,4,2
476,74,1,83,4,2
477,74,0,83,4,2
478,74,0,83,4,2
479,74,0,83,4,2
480,74,0,83,4,2
481,74,0,83,4,2
482,74,0,83,4,2
483,75,1,84,4,2
484,75,0,84,4,2
485,75,0,84,4,2
486,75,0,84,4,2
487,75,0,84,4,2
488,75,0,84,4,2
489,75,0,84,4,2
490,75,0,84,4,2
491,76,1,86,4,2
492,76,0,86,4,2
493,76,0,86,4,2
494,76,0,86,4,2
495,76,0,86,4,2
496,76,0,86,4,2
497,76,0,86,4,2
498,77,1,87,4,2
499,77,0,87,4,2
500,77,0,87,4,2
501,77,0,87,4,2
502,77,0,87,4,2
503,77,0,87,4,2
504,77,0,87,4,2
505,77,0,87,4,2
506,78,1,89,4,2
507,78,0,89,4,2
508,78,0,89,4,2
509,78,0,89,4,2
510,78,0,89,4,2
511,78,0,89,4,2
512,79,1,90,4,2
513,79,0,90,4,2
514,79,0,90,4,2
515,79,0,90,4,2
516,79,0,90,4,2
517,80,1,91,4,2
518,80,0,91,4,2
519,80,0,91,4,2
520,80,0,91,4,2
521,80,0,91,4,2
522,80,0,91,4,2
523,81,1,92,4,2
524,81,0,92,4,2
525,81,0,92,4,2
526,81,0,92,4,2
527,81,0,92,4,2
528,82,1,93,4,2
529,82,0,93,4,2
530,82,0,93,4,2
531,82,0,93,4,2
532,82,0,93,4,2
533,82,0,93,4,2
534,83,1,94,4,2
535,83,0,94,4,2
536,83,0,94,4,2
537,83,0,94,4,2
538,83,0,94,4,2
539,84,1,95,4,2
540,84,0,95,4,2
541,84,0,95,4,2
542,84,0,95,4,2
543,84,0,95,4,2
544,84,0,95,4,2
545,85,1,96,4,2
546,85,0,96,4,2
547,85,0,96,4,2
548,85,0,96,4,2
549,85,0,96,4,2
550,86,1,97,4,2
551,86,0,97,4,2
552,86,0,97,4,2
553,86,0,97,4,2
554,86,0,97,4,2
555,86,0,97,4,2
556,87,1,98,4,2
557,87,0,98,4,2
558,87,0,98,4,2
559,87,0,98,4,2
560,87,0,98,4,2
561,88,1,99,4,2
562,88,0,99,4,2
563,88,0,99,4,2
564,88,0,99,4,2
565,88,0,99,4,2
566,89,1,100,4,2
567,89,0,100,4,2
568,89,0,100,4,2
569,89,0,100,4,2
570,89,0,100,4,2
571,89,0,100,4,2
572,89,0,100,4,2
573,90,1,101,4,2
574,90,0,101,4,2
575,90,0,101,4,2
576,90,0,101,4,2
577,90,0,101,4,2
578,90,0,101,4,2
579,90,0,101,4,2
580,90,0,101,4,2
581,91,1,103,4,2
582,91,0,103,4,2
583,91,0,103,4,2
584,91,0,103,4,2
585,91,0,103,4,2
586,91,0,103,4,2
587,91,0,103,4,2
588,91,0,103,4,2
589,92,1,104,4,2
590,92,0,104,4,2
591,92,0,104,4,2
592,92,0,104,4,2
593,92,0,104,4,2
594,92,0,104,4,2
595,92,0,104,4,2
596,92,0,104,4,2
597,93,1,106,4,2
598,93,0,106,4,2
599,93,0,106,4,2
600,93,0,106,4,2
601,93,0,106,4,2
602,93,0,106,4,2
603,93,0,106,4,2
604,94,1,107,4,2
605,94,0,107,4,2
606,94,0,107,4,2
607,94,0,107,4,2
608,94,0,107,4,2
609,94,0,107,4,2
610,94,0,107,4,2
611,95,1,108,4,2
612,95,0,108,4,2
613,95,0,108,4,2
614,95,0,108,4,2
615,95,0,108,4,2
616,95,0,108,4,2
617,95,0,108,4,2
618,95,0,108,4,2
619,96,1,110,4,2
620,96,0,110,4,2
621,96,0,110,4,2
622,96,0,110,4,2
623,96,0,110,4,2
624,96,0,110,4,2
625,96,0,110,4,2
626,96,0,110,4,2
627,97,1,111,4,2
628,97,0,111,4,2
629,97,0,111,4,2
630,97,0,111,4,2
631,97,0,111,4,2
632,97,0,111,4,2
633,97,0,111,4,2
634,97,0,111,4,2
635,98,1,113,4,2
636,98,0,113,4,2
637,98,0,113,4,2
638,98,0,113,4,2
639,98,0,113,4,2
640,98,0,113,4,2
641,98,0,113,4,2
642,98,0,113,4,2
643,99,1,114,4,2
644,99,0,114,4,2
645,99,0,114,4,2
646,99,0,114,4,2
647,99,0,114,4,2
648,99,0,114,4,2
649,99,0,114,4,2
650,99,0,114,4,2
651,100,1,116,4,2
652,100,0,116,4,2
653,100,0,116,4,2
654,100,0,116,4,2
655,100,0,116,4,2
656,100,0,116,4,2
657,100,0,116,4,2
658,100,0,116,4,2
659,101,1,117,4,2
660,101,0,117,4,2
661,101,0,117,4,2
662,101,0,117,4,2
663,101,0,117,4,2
664,101,0,117,4,2
665,101,0,117,4,2
666,101,0,117,4,2
667,102,1,119,4,2
668,102,0,119,4,2
669,102,0,119,4,2
670,102,0,119,4,2
671,102,0,119,4,2
672,102,0,119,4,2
673,102,0,119,4,2
674,102,0,119,4,2
675,102,0,119,4,2
676,103,1,120,4,2
677,103,0,120,4,2
678,103,0,120,4,2
679,103,0,120,4,2
680,103,0,120,4,2
681,103,0,120,4,2
682,103,0,120,4,2
683,103,0,120,4,2
684,104,1,122,4,2
685,104,0,122,4,2
686,104,0,122,4,2
687,104,0,122,4,2
688,104,0,122,4,2
689,104,0,122,4,2
690,104,0,122,4,2
691,104,0,122,4,2
692,105,1,123,4,2
693,105,0,123,4,2
694,105,0,123,4,2
695,105,0,123,4,2
696,105,0,123,4,2
697,105,0,123,4,2
698,105,0,123,4,2
699,105,0,123,4,2
700,105,0,123,4,2
701,106,1,125,4,2
702,106,0,125,4,2
703,106,0,125,4,2
704,106,0,125,4,2
705,106,0,125,4,2
706,106,0,125,4,2
707,106,0,125,4,2
708,106,0,125,4,2
709,106,0,125,4,2
710,107,1,126,4,2
711,107,0,126,4,2
712,107,0,126,4,2
713,107,0,126,4,2
714,107,0,126,4,2
715,107,0,126,4,2
716,107,0,126,4,2
717,107,0,126,4,2
718,107,0,126,4,2
719,108,1,128,4,2
720,108,0,128,4,2
721,108,0,128,4,2
722,108,0,128,4,2
723,108,0,128,4,2
724,108,0,128,4,2
725,108,0,128,4,2
726,108,0,128,4,2
727,108,0,128,4,2
728,109,1,129,4,2
729,109,0,129,4,2
730,109,0,129,4,2
731,109,0,129,4,2
732,109,0,129,4,2
733,109,0,129,4,2
734,109,0,129,4,2
735,110,1,131,4,2
736,110,0,131,4,2
737,110,0,131,4,2
738,110,0,131,4,2
739,110,0,131,4,2
740,110,0,131,4,2
741,110,0,131,4,2
742,110,0,131,4,2
743,111,1,132,4,2
744,111,0,132,4,2
745,111,0,132,4,2
746,111,0,132,4,2
747,111,0,132,4,2
748,111,0,132,4,2
749,111,0,132,4,2
750,111,0,132,4,2
751,112,1,134,4,2
752,112,0,134,4,2
753,112,0,134,4,2
754,112,0,134,4,2
755,112,0,134,4,2
756,112,0,134,4,2
757,112,0,134,4,2
758,113,1,135,4,2
759,113,0,135,4,2
760,113,0,135,4,2
761,113,0,135,4,2
762,113,0,135,4,2
763,113,0,135,4,2
764,113,0,135,4,2
765,113,0,135,4,2
766,114,1,136,4,2
767,114,0,136,4,2
768,114,0,136,4,2
769,114,0,136,4,2
770,114,0,136,4,2
771,114,0,136,4,2
772,114,0,136,4,2
773,114,0,136,4,2
774,115,1,138,4,2
775,115,0,138,4,2
776,115,0,138,4,2
777,115,0,138,4,2
778,115,0,138,4,2
779,115,0,138,4,2
780,115,0,138,4,2
781,115,0,138,4,2
782,116,1,139,4,2
783,116,0,139,4,2
784,116,0,139,4,2
785,116,0,139,4,2
786,116,0,139,4,2
787,116,0,139,4,2
788,116,0,139,4,2
789,116,0,139,4,2
790,117,1,141,4,2
791,117,0,141,4,2
792,117,0,141,4,2
793,117,0,141,4,2
794,117,0,141,4,2
795,117,0,141,4,2
796,117,0,141,4,2
797,117,0,141,4,2
798,118,1,142,4,2
799,118,0,142,4,2
800,118,0,142,4,2
801,118,0,142,4,2
802,118,0,142,4,2
803,118,0,142,4,2
804,118,0,142,4,2
805,118,0,142,4,2
806,119,1,144,4,2
807,119,0,144,4,2
808,119,0,144,4,2
809,119,0,144,4,2
810,119,0,144,4,2
811,119,0,144,4,2
812,119,0,144,4,2
813,119,0,144,4,2
814,120,1,145,4,2
815,120,0,145,4,2
816,120,0,145,4,2
817,120,0,145,4,2
818,120,0,145,4,2
819,120,0,145,4,2
820,120,0,145,4,2
821,120,0,145,4,2
822,121,1,147,4,2
823,121,0,147,4,2
824,121,0,147,4,2
825,121,0,147,4,2
826,121,0,147,4,2
827,121,0,147,4,2
828,121,0,147,4,2
829,121,0,147,4,2
830,122,1,148,4,2
831,122,0,148,4,2
832,122,0,148,4,2
833,122,0,148,4,2
834,122,0,148,4,2
835,122,0,148,4,2
836,122,0,148,4,2
837,122,0,148,4,2
838,123,1,150,4,2
839,123,0,150,4,2
840,123,0,150,4,2
841,123,0,150,4,2
842,123,0,150,4,2
843,123,0,150,4,2
844,123,0,150,4,2
845,123,0,150,4,2
846,124,1,151,4,2
847,124,0,151,4,2
848,124,0,151,4,2
849,124,0,151,4,2
850,124,0,151,4,2
851,124,0,151,4,2
852,124,0,151,4,2
853,124,0,151,4,2
854,124,0,151,4,2
855,125,1,153,4,2
856,125,0,153,4,2
857,125,0,153,4,2
858,125,0,153,4,2
859,125,0,153,4,2
860,125,0,153,4,2
861,125,0,153,4,2
862,126,1,154,4,2
863,126,0,154,4,2
864,126,0,154,4,2
865,126,0,154,4,2
866,126,0,154,4,2
867,126,0,154,4,2
868,126,0,154,4,2
869,126,0,154,4,2
870,126,0,154,4,2
871,127,1,156,4,2
872,127,0,156,4,2
873,127,0,156,4,2
874,127,0,156,4,2
875,127,0,156,4,2
876,127,0,156,4,2
877,127,0,156,4,2
878,127,0,156,4,2
879,127,0,156,4,2
880,127,0,156,4,2
881,128,1,157,4,2
882,128,0,157,4,2
883,128,0,157,4,2
884,128,0,157,4,2
885,128,0,157,4,2
886,128,0,157,4,2
887,128,0,157,4,2
888,128,0,157,4,2
889,128,0,157,4,2
890,128,0,157,4,2
891,129,1,159,4,2
892,129,0,159,4,2
893,129,0,159,4,2
894,129,0,159,4,2
895,129,0,159,4,2
896,129,0,159,4,2
897,129,0,159,4,2
898,129,0,159,4,2
899,129,0,159,4,2
900,129,0,159,4,2
901,130,1,160,4,2
902,130,0,160,4,2
903,130,0,160,4,2
904,130,0,160,4,2
905,130,0,160,4,2
906,130,0,160,4,2
907,130,0,160,4,2
908,130,0,160,4,2
909,130,0,160,4,2
910,130,0,160,4,2
911,131,1,162,4,2
912,131,0,162,4,2
913,131,0,162,4,2
914,131,0,162,4,2
915,131,0,162,4,2
916,131,0,162,4,2
917,131,0,162,4,2
918,131,0,162,4,2
919,131,0,162,4,2
920,131,0,162,4,2
921,131,0,162,4,2
922,132,1,163,4,2
923,132,0,163,4,2
924,132,0,163,4,2
925,132,0,163,4,2
926,132,0,163,4,2
927,132,0,163,4,2
928,132,0,163,4,2
929,132,0,163,4,2
930,132,0,163,4,2
931,132,0,163,4,2
932,133,1,165,4,2
933,133,0,165,4,2
934,133,0,165,4,2
935,133,0,165,4,2
936,133,0,165,4,2
937,133,0,165,4,2
938,133,0,165,4,2
939,133,0,165,4,2
940,133,0,165,4,2
941,133,0,165,4,2
942,134,1,166,4,2
943,134,0,166,4,2
944,134,0,166,4,2
945,134,0,166,4,2
946,134,0,166,4,2
947,134,0,166,4,2
948,134,0,166,4,2
949,134,0,166,4,2
950,134,0,166,4,2
951,134,0,166,4,2
952,134,0,166,4,2
953,135,1,168,4,2
954,135,0,168,4,2
955,135,0,168,4,2
956,135,0,168,4,2
957,135,0,168,4,2
958,135,0,168,4,2
959,135,0,168,4,2
960,135,0,168,4,2
961,135,0,168,4,2
962,135,0,168,4,2
963,136,1,169,4,2
964,136,0,169,4,2
965,136,0,169,4,2
966,136,0,169,4,2
967,136,0,169,4,2
968,136,0,169,4,2
969,136,0,169,4,2
970,136,0,169,4,2
971,136,0,169,4,2
972,136,0,169,4,2
973,137,1,171,4,2
974,137,0,171,4,2
975,137,0,171,4,2
976,137,0,171,4,2
977,137,0,171,4,2
978,137,0,171,4,2
979,137,0,171,4,2
980,137,0,171,4,2
981,138,1,172,4,2
982,138,0,172,4,2
983,138,0,172,4,2
984,138,0,172,4,2
985,138,0,172,4,2
986,138,0,172,4,2
987,138,0,172,4,2
988,138,0,172,4,2
989,139,1,174,4,2
990,139,0,174,4,2
991,139,0,174,4,2
992,139,0,174,4,2
993,139,0,174,4,2
994,139,0,174,4,2
995,139,0,174,4,2
996,139,0,174,4,2
997,140,1,175,4,2
998,140,0,175,4,2
999,140,0,175,4,2
1000,140,0,175,4,2
1001,140,0,175,4,2
1002,140,0,175,4,2
1003,140,0,175,4,2
1004,141,1,177,4,2
1005,141,0,177,4,2
1006,141,0,177,4,2
1007,141,0,177,4,2
1008,141,0,177,4,2
1009,141,0,177,4,2
1010,141,0,177,4,2
1011,142,1,178,4,2
1012,142,0,178,4,2
1013,142,0,178,4,2
1014,142,0,178,4,2
1015,142,0,178,4,2
1016,142,0,178,4,2
1017,142,0,178,4,2
1018,142,0,178,4,2
1019,143,1,179,4,2
1020,143,0,179,4,2
1021,143,0,179,4,2
1022,143,0,179,4,2
1023,143,0,179,4,2
1024,143,0,179,4,2
1025,143,0,179,4,2
1026,144,1,181,4,2
1027,144,0,181,4,2
1028,144,0,181,4,2
1029,144,0,181,4,2
1030,144,0,181,4,2
1031,144,0,181,4,2
1032,144,0,181,4,2
1033,144,0,181,4,2
1034,145,1,182,4,2
1035,145,0,182,4,2
1036,145,0,182,4,2
1037,145,0,182,4,2
1038,145,0,182,4,2
1039,145,0,182,4,2
1040,145,0,182,4,2
1041,145,0,182,4,2
1042,145,0,182,4,2
1043,146,1,184,4,2
1044,146,0,184,4,2
1045,146,0,184,4,2
1046,146,0,184,4,2
1047,146,0,184,4,2
1048,146,0,184,4,2
1049,146,0,184,4,2
1050,147,1,185,4,2
1051,147,0,185,4,2
1052,147,0,185,4,2
1053,147,0,185,4,2
1054,147,0,185,4,2
1055,147,0,185,4,2
1056,147,0,185,4,2
1057,148,1,186,4,2
1058,148,0,186,4,2
1059,148,0,186,4,2
1060,148,0,186,4,2
1061,148,0,186,4,2
1062,148,0,186,4,2
1063,148,0,186,4,2
1064,149,1,188,4,2
1065,149,0,188,4,2
1066,149,0,188,4,2
1067,149,0,188,4,2
1068,149,0,188,4,2
1069,149,0,188,4,2
1070,149,0,188,4,2
1071,150,1,189,4,2
1072,150,0,189,4,2
1073,150,0,189,4,2
1074,150,0,189,4,2
1075,150,0,189,4,2
1076,150,0,189,4,2
1077,150,0,189,4,2
1078,151,1,190,4,2
1079,151,0,190,4,2
1080,151,0,190,4,2
1081,151,0,190,4,2
1082,151,0,190,4,2
1083,151,0,190,4,2
1084,151,0,190,4,2
1085,151,0,190,4,2
1086,152,1,192,4,2
1087,152,0,192,4,2
1088,152,0,192,4,2
1089,152,0,192,4,2
1090,152,0,192,4,2
1091,152,0,192,4,2
1092,152,0,192,4,2
1093,152,0,192,4,2
1094,152,0,192,4,2
1095,152,0,192,4,2
1096,153,1,193,4,2
1097,153,0,193,4,2
1098,153,0,193,4,2
1099,153,0,193,4,2
1100,153,0,193,4,2
1101,153,0,193,4,2
1102,153,0,193,4,2
1103,153,0,193,4,2
1104,153,0,193,4,2
1105,154,1,195,4,2
1106,154,0,195,4,2
1107,154,0,195,4,2
1108,154,0,195,4,2
1109,154,0,195,4,2
1110,154,0,195,4,2
1111,154,0,195,4,2
1112,154,0,195,4,2
1113,154,0,195,4,2
1114,154,0,195,4,2
1115,155,1,196,4,2
1116,155,0,196,4,2
1117,155,0,196,4,2
1118,155,0,196,4,2
1119,155,0,196,4,2
1120,155,0,196,4,2
1121,155,0,196,4,2
1122,155,0,196,4,2
1123,155,0,196,4,2
1124,155,0,196,4,2
1125,155,0,196,4,2
1126,155,0,196,4,2
1127,156,1,198,4,2
1128,156,0,198,4,2
1129,156,0,198,4,2
1130,156,0,198,4,2
1131,156,0,198,4,2
1132,156,0,198,4,2
1133,156,0,198,4,2
1134,156,0,198,4,2
1135,156,0,198,4,2
1136,156,0,198,4,2
1137,156,0,198,4,2
1138,157,1,199,4,2
1139,157,0,199,4,2
1140,157,0,199,4,2
1141,157,0,199,4,2
1142,157,0,199,4,2
1143,157,0,199,4,2
1144,157,0,199,4,2
1145,157,0,199,4,2
1146,157,0,199,4,2
1147,157,0,199,4,2
1148,157,0,199,4,2
1149,157,0,199,4,2
1150,157,0,199,4,2
