machine_frame,rendered,delta,camera,stage,lives
181,18,0,17,2,2
182,18,0,17,2,2
183,18,0,17,2,2
184,18,0,17,2,2
185,19,1,18,2,2
186,19,0,18,2,2
187,19,0,18,2,2
188,19,0,18,2,2
189,19,0,18,2,2
190,20,1,19,2,2
191,20,0,19,2,2
192,20,0,19,2,2
193,20,0,19,2,2
194,20,0,19,2,2
195,20,0,19,2,2
196,21,1,20,2,2
197,21,0,20,2,2
198,21,0,20,2,2
199,21,0,20,2,2
200,21,0,20,2,2
201,22,1,21,2,2
202,22,0,21,2,2
203,22,0,21,2,2
204,22,0,21,2,2
205,22,0,21,2,2
206,22,0,21,2,2
207,23,1,22,2,2
208,23,0,22,2,2
209,23,0,22,2,2
210,23,0,22,2,2
211,23,0,22,2,2
212,24,1,24,2,2
213,24,0,24,2,2
214,24,0,24,2,2
215,24,0,24,2,2
216,24,0,24,2,2
217,25,1,24,2,2
218,25,0,24,2,2
219,25,0,24,2,2
220,25,0,24,2,2
221,25,0,24,2,2
222,26,1,25,2,2
223,26,0,25,2,2
224,26,0,25,2,2
225,26,0,25,2,2
226,26,0,25,2,2
227,27,1,26,2,2
228,27,0,26,2,2
229,27,0,26,2,2
230,27,0,26,2,2
231,27,0,26,2,2
232,28,1,27,2,2
233,28,0,27,2,2
234,28,0,27,2,2
235,28,0,27,2,2
236,28,0,27,2,2
237,29,1,28,2,2
238,29,0,28,2,2
239,29,0,28,2,2
240,29,0,28,2,2
241,29,0,28,2,2
242,30,1,29,2,2
243,30,0,29,2,2
244,30,0,29,2,2
245,30,0,29,2,2
246,30,0,29,2,2
247,31,1,30,2,2
248,31,0,30,2,2
249,31,0,30,2,2
250,31,0,30,2,2
251,31,0,30,2,2
252,32,1,31,2,2
253,32,0,31,2,2
254,32,0,31,2,2
255,32,0,31,2,2
256,32,0,31,2,2
257,33,1,32,2,2
258,33,0,32,2,2
259,33,0,32,2,2
260,33,0,32,2,2
261,33,0,32,2,2
262,34,1,33,2,2
263,34,0,33,2,2
264,34,0,33,2,2
265,34,0,33,2,2
266,34,0,33,2,2
267,35,1,34,2,2
268,35,0,34,2,2
269,35,0,34,2,2
270,35,0,34,2,2
271,35,0,34,2,2
272,36,1,35,2,2
273,36,0,35,2,2
274,36,0,35,2,2
275,36,0,35,2,2
276,36,0,35,2,2
277,37,1,36,2,2
278,37,0,36,2,2
279,37,0,36,2,2
280,37,0,36,2,2
281,37,0,36,2,2
282,38,1,37,2,2
283,38,0,37,2,2
284,38,0,37,2,2
285,38,0,37,2,2
286,38,0,37,2,2
287,39,1,38,2,2
288,39,0,38,2,2
289,39,0,38,2,2
290,39,0,38,2,2
291,39,0,38,2,2
292,40,1,39,2,2
293,40,0,39,2,2
294,40,0,39,2,2
295,40,0,39,2,2
296,40,0,39,2,2
297,41,1,39,2,2
298,41,0,39,2,2
299,41,0,39,2,2
300,41,0,39,2,2
301,41,0,39,2,2
302,42,1,40,2,2
303,42,0,40,2,2
304,42,0,40,2,2
305,42,0,40,2,2
306,42,0,40,2,2
307,43,1,41,2,2
308,43,0,41,2,2
309,43,0,41,2,2
310,43,0,41,2,2
311,43,0,41,2,2
312,44,1,42,2,2
313,44,0,42,2,2
314,44,0,42,2,2
315,44,0,42,2,2
316,44,0,42,2,2
317,45,1,43,2,2
318,45,0,43,2,2
319,45,0,43,2,2
320,45,0,43,2,2
321,45,0,43,2,2
322,46,1,44,2,2
323,46,0,44,2,2
324,46,0,44,2,2
325,46,0,44,2,2
326,46,0,44,2,2
327,47,1,45,2,2
328,47,0,45,2,2
329,47,0,45,2,2
330,47,0,45,2,2
331,47,0,45,2,2
332,48,1,46,2,2
333,48,0,46,2,2
334,48,0,46,2,2
335,48,0,46,2,2
336,48,0,46,2,2
337,49,1,47,2,2
338,49,0,47,2,2
339,49,0,47,2,2
340,49,0,47,2,2
341,49,0,47,2,2
342,50,1,48,2,2
343,50,0,48,2,2
344,50,0,48,2,2
345,50,0,48,2,2
346,50,0,48,2,2
347,51,1,49,2,2
348,51,0,49,2,2
349,51,0,49,2,2
350,51,0,49,2,2
351,51,0,49,2,2
352,52,1,50,2,2
353,52,0,50,2,2
354,52,0,50,2,2
355,52,0,50,2,2
356,52,0,50,2,2
357,53,1,51,2,2
358,53,0,51,2,2
359,53,0,51,2,2
360,53,0,51,2,2
361,53,0,51,2,2
362,54,1,52,2,2
363,54,0,52,2,2
364,54,0,52,2,2
365,54,0,52,2,2
366,54,0,52,2,2
367,55,1,53,2,2
368,55,0,53,2,2
369,55,0,53,2,2
370,55,0,53,2,2
371,55,0,53,2,2
372,56,1,54,2,2
373,56,0,54,2,2
374,56,0,54,2,2
375,56,0,54,2,2
376,56,0,54,2,2
377,57,1,54,2,2
378,57,0,54,2,2
379,57,0,54,2,2
380,57,0,54,2,2
381,57,0,54,2,2
382,58,1,55,2,2
383,58,0,55,2,2
384,58,0,55,2,2
385,58,0,55,2,2
386,58,0,55,2,2
387,59,1,56,2,2
388,59,0,56,2,2
389,59,0,56,2,2
390,59,0,56,2,2
391,59,0,56,2,2
392,60,1,57,2,2
393,60,0,57,2,2
394,60,0,57,2,2
395,60,0,57,2,2
396,60,0,57,2,2
397,61,1,58,2,2
398,61,0,58,2,2
399,61,0,58,2,2
400,61,0,58,2,2
401,61,0,58,2,2
402,62,1,59,2,2
403,62,0,59,2,2
404,62,0,59,2,2
405,62,0,59,2,2
406,62,0,59,2,2
407,63,1,60,2,2
408,63,0,60,2,2
409,63,0,60,2,2
410,63,0,60,2,2
411,63,0,60,2,2
412,64,1,61,2,2
413,64,0,61,2,2
414,64,0,61,2,2
415,64,0,61,2,2
416,64,0,61,2,2
417,65,1,62,2,2
418,65,0,62,2,2
419,65,0,62,2,2
420,65,0,62,2,2
421,65,0,62,2,2
422,66,1,63,2,2
423,66,0,63,2,2
424,66,0,63,2,2
425,66,0,63,2,2
426,66,0,63,2,2
427,67,1,64,2,2
428,67,0,64,2,2
429,67,0,64,2,2
430,67,0,64,2,2
431,67,0,64,2,2
432,68,1,65,2,2
433,68,0,65,2,2
434,68,0,65,2,2
435,68,0,65,2,2
436,68,0,65,2,2
437,69,1,66,2,2
438,69,0,66,2,2
439,69,0,66,2,2
440,69,0,66,2,2
441,69,0,66,2,2
442,70,1,67,2,2
443,70,0,67,2,2
444,70,0,67,2,2
445,70,0,67,2,2
446,70,0,67,2,2
447,71,1,68,2,2
448,71,0,68,2,2
449,71,0,68,2,2
450,71,0,68,2,2
451,71,0,68,2,2
452,72,1,69,2,2
453,72,0,69,2,2
454,72,0,69,2,2
455,72,0,69,2,2
456,72,0,69,2,2
457,73,1,69,2,2
458,73,0,69,2,2
459,73,0,69,2,2
460,73,0,69,2,2
461,73,0,69,2,2
462,74,1,70,2,2
463,74,0,70,2,2
464,74,0,70,2,2
465,74,0,70,2,2
466,74,0,70,2,2
467,75,1,71,2,2
468,75,0,71,2,2
469,75,0,71,2,2
470,75,0,71,2,2
471,75,0,71,2,2
472,76,1,72,2,2
473,76,0,72,2,2
474,76,0,72,2,2
475,76,0,72,2,2
476,76,0,72,2,2
477,77,1,73,2,2
478,77,0,73,2,2
479,77,0,73,2,2
480,77,0,73,2,2
481,77,0,73,2,2
482,78,1,74,2,2
483,78,0,74,2,2
484,78,0,74,2,2
485,78,0,74,2,2
486,78,0,74,2,2
487,79,1,75,2,2
488,79,0,75,2,2
489,79,0,75,2,2
490,79,0,75,2,2
491,79,0,75,2,2
492,80,1,76,2,2
493,80,0,76,2,2
494,80,0,76,2,2
495,80,0,76,2,2
496,80,0,76,2,2
497,81,1,77,2,2
498,81,0,77,2,2
499,81,0,77,2,2
500,81,0,77,2,2
501,81,0,77,2,2
502,82,1,78,2,2
503,82,0,78,2,2
504,82,0,78,2,2
505,82,0,78,2,2
506,82,0,78,2,2
507,83,1,79,2,2
508,83,0,79,2,2
509,83,0,79,2,2
510,83,0,79,2,2
511,83,0,79,2,2
512,84,1,80,2,2
513,84,0,80,2,2
514,84,0,80,2,2
515,84,0,80,2,2
516,84,0,80,2,2
517,85,1,81,2,2
518,85,0,81,2,2
519,85,0,81,2,2
520,85,0,81,2,2
521,85,0,81,2,2
522,86,1,82,2,2
523,86,0,82,2,2
524,86,0,82,2,2
525,86,0,82,2,2
526,86,0,82,2,2
527,87,1,83,2,2
528,87,0,83,2,2
529,87,0,83,2,2
530,87,0,83,2,2
531,87,0,83,2,2
532,88,1,84,2,2
533,88,0,84,2,2
534,88,0,84,2,2
535,88,0,84,2,2
536,88,0,84,2,2
537,89,1,84,2,2
538,89,0,84,2,2
539,89,0,84,2,2
540,89,0,84,2,2
541,89,0,84,2,2
542,90,1,85,2,2
543,90,0,85,2,2
544,90,0,85,2,2
545,90,0,85,2,2
546,90,0,85,2,2
547,91,1,86,2,2
548,91,0,86,2,2
549,91,0,86,2,2
550,91,0,86,2,2
551,91,0,86,2,2
552,92,1,87,2,2
553,92,0,87,2,2
554,92,0,87,2,2
555,92,0,87,2,2
556,92,0,87,2,2
557,93,1,88,2,2
558,93,0,88,2,2
559,93,0,88,2,2
560,93,0,88,2,2
561,93,0,88,2,2
562,94,1,89,2,2
563,94,0,89,2,2
564,94,0,89,2,2
565,94,0,89,2,2
566,94,0,89,2,2
567,95,1,90,2,2
568,95,0,90,2,2
569,95,0,90,2,2
570,95,0,90,2,2
571,95,0,90,2,2
572,96,1,91,2,2
573,96,0,91,2,2
574,96,0,91,2,2
575,96,0,91,2,2
576,96,0,91,2,2
577,97,1,92,2,2
578,97,0,92,2,2
579,97,0,92,2,2
580,97,0,92,2,2
581,97,0,92,2,2
582,98,1,93,2,2
583,98,0,93,2,2
584,98,0,93,2,2
585,98,0,93,2,2
586,98,0,93,2,2
587,99,1,94,2,2
588,99,0,94,2,2
589,99,0,94,2,2
590,99,0,94,2,2
591,99,0,94,2,2
592,100,1,95,2,2
593,100,0,95,2,2
594,100,0,95,2,2
595,100,0,95,2,2
596,100,0,95,2,2
597,101,1,96,2,2
598,101,0,96,2,2
599,101,0,96,2,2
600,101,0,96,2,2
601,101,0,96,2,2
602,102,1,97,2,2
603,102,0,97,2,2
604,102,0,97,2,2
605,102,0,97,2,2
606,102,0,97,2,2
607,103,1,98,2,2
608,103,0,98,2,2
609,103,0,98,2,2
610,103,0,98,2,2
611,103,0,98,2,2
612,104,1,99,2,2
613,104,0,99,2,2
614,104,0,99,2,2
615,104,0,99,2,2
616,104,0,99,2,2
617,105,1,99,2,2
618,105,0,99,2,2
619,105,0,99,2,2
620,105,0,99,2,2
621,105,0,99,2,2
622,105,0,99,2,2
623,106,1,100,2,2
624,106,0,100,2,2
625,106,0,100,2,2
626,106,0,100,2,2
627,106,0,100,2,2
628,107,1,102,2,2
629,107,0,102,2,2
630,107,0,102,2,2
631,107,0,102,2,2
632,107,0,102,2,2
633,108,1,102,2,2
634,108,0,102,2,2
635,108,0,102,2,2
636,108,0,102,2,2
637,108,0,102,2,2
638,108,0,102,2,2
639,109,1,103,2,2
640,109,0,103,2,2
641,109,0,103,2,2
642,109,0,103,2,2
643,109,0,103,2,2
644,110,1,105,2,2
645,110,0,105,2,2
646,110,0,105,2,2
647,110,0,105,2,2
648,110,0,105,2,2
649,111,1,105,2,2
650,111,0,105,2,2
651,111,0,105,2,2
652,111,0,105,2,2
653,111,0,105,2,2
654,112,1,106,2,2
655,112,0,106,2,2
656,112,0,106,2,2
657,112,0,106,2,2
658,112,0,106,2,2
659,112,0,106,2,2
660,113,1,107,2,2
661,113,0,107,2,2
662,113,0,107,2,2
663,113,0,107,2,2
664,113,0,107,2,2
665,114,1,108,2,2
666,114,0,108,2,2
667,114,0,108,2,2
668,114,0,108,2,2
669,114,0,108,2,2
670,115,1,109,2,2
671,115,0,109,2,2
672,115,0,109,2,2
673,115,0,109,2,2
674,115,0,109,2,2
675,116,1,110,2,2
676,116,0,110,2,2
677,116,0,110,2,2
678,116,0,110,2,2
679,116,0,110,2,2
680,117,1,111,2,2
681,117,0,111,2,2
682,117,0,111,2,2
683,117,0,111,2,2
684,117,0,111,2,2
685,118,1,112,2,2
686,118,0,112,2,2
687,118,0,112,2,2
688,118,0,112,2,2
689,118,0,112,2,2
690,119,1,113,2,2
691,119,0,113,2,2
692,119,0,113,2,2
693,119,0,113,2,2
694,119,0,113,2,2
695,119,0,113,2,2
696,120,1,114,2,2
697,120,0,114,2,2
698,120,0,114,2,2
699,120,0,114,2,2
700,120,0,114,2,2
701,121,1,115,2,2
702,121,0,115,2,2
703,121,0,115,2,2
704,121,0,115,2,2
705,121,0,115,2,2
706,122,1,116,2,2
707,122,0,116,2,2
708,122,0,116,2,2
709,122,0,116,2,2
710,122,0,116,2,2
711,123,1,117,2,2
712,123,0,117,2,2
713,123,0,117,2,2
714,123,0,117,2,2
715,123,0,117,2,2
716,124,1,118,2,2
717,124,0,118,2,2
718,124,0,118,2,2
719,124,0,118,2,2
720,124,0,118,2,2
721,125,1,119,2,2
722,125,0,119,2,2
723,125,0,119,2,2
724,125,0,119,2,2
725,125,0,119,2,2
726,126,1,120,2,2
727,126,0,120,2,2
728,126,0,120,2,2
729,126,0,120,2,2
730,126,0,120,2,2
731,127,1,121,2,2
732,127,0,121,2,2
733,127,0,121,2,2
734,127,0,121,2,2
735,127,0,121,2,2
736,128,1,122,2,2
737,128,0,122,2,2
738,128,0,122,2,2
739,128,0,122,2,2
740,128,0,122,2,2
741,129,1,123,2,2
742,129,0,123,2,2
743,129,0,123,2,2
744,129,0,123,2,2
745,129,0,123,2,2
746,129,0,123,2,2
747,130,1,124,2,2
748,130,0,124,2,2
749,130,0,124,2,2
750,130,0,124,2,2
751,130,0,124,2,2
752,131,1,125,2,2
753,131,0,125,2,2
754,131,0,125,2,2
755,131,0,125,2,2
756,131,0,125,2,2
757,132,1,126,2,2
758,132,0,126,2,2
759,132,0,126,2,2
760,132,0,126,2,2
761,132,0,126,2,2
762,133,1,126,2,2
763,133,0,126,2,2
764,133,0,126,2,2
765,133,0,126,2,2
766,133,0,126,2,2
767,134,1,127,2,2
768,134,0,127,2,2
769,134,0,127,2,2
770,134,0,127,2,2
771,134,0,127,2,2
772,134,0,127,2,2
773,135,1,128,2,2
774,135,0,128,2,2
775,135,0,128,2,2
776,135,0,128,2,2
777,135,0,128,2,2
778,136,1,129,2,2
779,136,0,129,2,2
780,136,0,129,2,2
781,136,0,129,2,2
782,136,0,129,2,2
783,137,1,130,2,2
784,137,0,130,2,2
785,137,0,130,2,2
786,137,0,130,2,2
787,137,0,130,2,2
788,138,1,131,2,2
789,138,0,131,2,2
790,138,0,131,2,2
791,138,0,131,2,2
792,138,0,131,2,2
793,139,1,132,2,2
794,139,0,132,2,2
795,139,0,132,2,2
796,139,0,132,2,2
797,139,0,132,2,2
798,140,1,133,2,2
799,140,0,133,2,2
800,140,0,133,2,2
801,140,0,133,2,2
802,140,0,133,2,2
803,141,1,134,2,2
804,141,0,134,2,2
805,141,0,134,2,2
806,141,0,134,2,2
807,141,0,134,2,2
808,142,1,135,2,2
809,142,0,135,2,2
810,142,0,135,2,2
811,142,0,135,2,2
812,142,0,135,2,2
813,143,1,136,2,2
814,143,0,136,2,2
815,143,0,136,2,2
816,143,0,136,2,2
817,143,0,136,2,2
818,144,1,137,2,2
819,144,0,137,2,2
820,144,0,137,2,2
821,144,0,137,2,2
822,144,0,137,2,2
823,145,1,138,2,2
824,145,0,138,2,2
825,145,0,138,2,2
826,145,0,138,2,2
827,145,0,138,2,2
828,146,1,139,2,2
829,146,0,139,2,2
830,146,0,139,2,2
831,146,0,139,2,2
832,146,0,139,2,2
833,147,1,140,2,2
834,147,0,140,2,2
835,147,0,140,2,2
836,147,0,140,2,2
837,147,0,140,2,2
838,148,1,141,2,2
839,148,0,141,2,2
840,148,0,141,2,2
841,148,0,141,2,2
842,148,0,141,2,2
843,149,1,142,2,2
844,149,0,142,2,2
845,149,0,142,2,2
846,149,0,142,2,2
847,149,0,142,2,2
848,150,1,143,2,2
849,150,0,143,2,2
850,150,0,143,2,2
851,150,0,143,2,2
852,151,1,144,2,2
853,151,0,144,2,2
854,151,0,144,2,2
855,151,0,144,2,2
856,151,0,144,2,2
857,152,1,144,2,2
858,152,0,144,2,2
859,152,0,144,2,2
860,152,0,144,2,2
861,152,0,144,2,2
862,153,1,145,2,2
863,153,0,145,2,2
864,153,0,145,2,2
865,153,0,145,2,2
866,153,0,145,2,2
867,154,1,146,2,2
868,154,0,146,2,2
869,154,0,146,2,2
870,154,0,146,2,2
871,154,0,146,2,2
872,155,1,147,2,2
873,155,0,147,2,2
874,155,0,147,2,2
875,155,0,147,2,2
876,155,0,147,2,2
877,156,1,148,2,2
878,156,0,148,2,2
879,156,0,148,2,2
880,156,0,148,2,2
881,157,1,149,2,2
882,157,0,149,2,2
883,157,0,149,2,2
884,157,0,149,2,2
885,157,0,149,2,2
886,158,1,150,2,2
887,158,0,150,2,2
888,158,0,150,2,2
889,158,0,150,2,2
890,158,0,150,2,2
891,159,1,151,2,2
892,159,0,151,2,2
893,159,0,151,2,2
894,159,0,151,2,2
895,160,1,152,2,2
896,160,0,152,2,2
897,160,0,152,2,2
898,160,0,152,2,2
899,160,0,152,2,2
900,161,1,152,2,2
901,161,0,152,2,2
902,161,0,152,2,2
903,161,0,152,2,2
904,161,0,152,2,2
905,162,1,153,2,2
906,162,0,153,2,2
907,162,0,153,2,2
908,162,0,153,2,2
909,163,1,154,2,2
910,163,0,154,2,2
911,163,0,154,2,2
912,163,0,154,2,2
913,163,0,154,2,2
914,164,1,155,2,2
915,164,0,155,2,2
916,164,0,155,2,2
917,164,0,155,2,2
918,164,0,155,2,2
919,165,1,156,2,2
920,165,0,156,2,2
921,165,0,156,2,2
922,165,0,156,2,2
923,166,1,157,2,2
924,166,0,157,2,2
925,166,0,157,2,2
926,166,0,157,2,2
927,166,0,157,2,2
928,167,1,158,2,2
929,167,0,158,2,2
930,167,0,158,2,2
931,167,0,158,2,2
932,168,1,159,2,2
933,168,0,159,2,2
934,168,0,159,2,2
935,168,0,159,2,2
936,168,0,159,2,2
937,169,1,159,2,2
938,169,0,159,2,2
939,169,0,159,2,2
940,169,0,159,2,2
941,170,1,160,2,2
942,170,0,160,2,2
943,170,0,160,2,2
944,170,0,160,2,2
945,170,0,160,2,2
946,171,1,161,2,2
947,171,0,161,2,2
948,171,0,161,2,2
949,171,0,161,2,2
950,172,1,162,2,2
951,172,0,162,2,2
952,172,0,162,2,2
953,172,0,162,2,2
954,173,1,163,2,2
955,173,0,163,2,2
956,173,0,163,2,2
957,173,0,163,2,2
958,173,0,163,2,2
959,174,1,163,2,2
960,174,0,163,2,2
961,174,0,163,2,2
962,174,0,163,2,2
963,175,1,164,2,2
964,175,0,164,2,2
965,175,0,164,2,2
966,175,0,164,2,2
967,176,1,165,2,2
968,176,0,165,2,2
969,176,0,165,2,2
970,176,0,165,2,2
971,176,0,165,2,2
972,177,1,166,2,2
973,177,0,166,2,2
974,177,0,166,2,2
975,177,0,166,2,2
976,178,1,167,2,2
977,178,0,167,2,2
978,178,0,167,2,2
979,178,0,167,2,2
980,179,1,168,2,2
981,179,0,168,2,2
982,179,0,168,2,2
983,179,0,168,2,2
984,180,1,168,2,2
985,180,0,168,2,2
986,180,0,168,2,2
987,180,0,168,2,2
988,181,1,169,2,2
989,181,0,169,2,2
990,181,0,169,2,2
991,181,0,169,2,2
992,182,1,170,2,2
993,182,0,170,2,2
994,182,0,170,2,2
995,182,0,170,2,2
996,183,1,171,2,2
997,183,0,171,2,2
998,183,0,171,2,2
999,183,0,171,2,2
1000,184,1,171,2,2
1001,184,0,171,2,2
1002,184,0,171,2,2
1003,184,0,171,2,2
1004,185,1,172,2,2
1005,185,0,172,2,2
1006,185,0,172,2,2
1007,185,0,172,2,2
1008,186,1,173,2,2
1009,186,0,173,2,2
1010,186,0,173,2,2
1011,186,0,173,2,2
1012,187,1,174,2,2
1013,187,0,174,2,2
1014,187,0,174,2,2
1015,187,0,174,2,2
1016,188,1,174,2,2
1017,188,0,174,2,2
1018,188,0,174,2,2
1019,188,0,174,2,2
1020,189,1,175,2,2
1021,189,0,175,2,2
1022,189,0,175,2,2
1023,189,0,175,2,2
1024,190,1,176,2,2
1025,190,0,176,2,2
1026,190,0,176,2,2
1027,190,0,176,2,2
1028,191,1,177,2,2
1029,191,0,177,2,2
1030,191,0,177,2,2
1031,191,0,177,2,2
1032,192,1,177,2,2
1033,192,0,177,2,2
1034,192,0,177,2,2
1035,192,0,177,2,2
1036,193,1,178,2,2
1037,193,0,178,2,2
1038,193,0,178,2,2
1039,193,0,178,2,2
1040,194,1,179,2,2
1041,194,0,179,2,2
1042,194,0,179,2,2
1043,194,0,179,2,2
1044,195,1,180,2,2
1045,195,0,180,2,2
1046,195,0,180,2,2
1047,195,0,180,2,2
1048,196,1,180,2,2
1049,196,0,180,2,2
1050,196,0,180,2,2
1051,196,0,180,2,2
1052,197,1,181,2,2
1053,197,0,181,2,2
1054,197,0,181,2,2
1055,197,0,181,2,2
1056,198,1,182,2,2
1057,198,0,182,2,2
1058,198,0,182,2,2
1059,198,0,182,2,2
1060,199,1,183,2,2
1061,199,0,183,2,2
1062,199,0,183,2,2
1063,199,0,183,2,2
1064,200,1,183,2,2
1065,200,0,183,2,2
1066,200,0,183,2,2
1067,200,0,183,2,2
1068,201,1,184,2,2
1069,201,0,184,2,2
1070,201,0,184,2,2
1071,201,0,184,2,2
1072,202,1,185,2,2
1073,202,0,185,2,2
1074,202,0,185,2,2
1075,202,0,185,2,2
1076,202,0,185,2,2
1077,203,1,186,2,2
1078,203,0,186,2,2
1079,203,0,186,2,2
1080,203,0,186,2,2
1081,204,1,186,2,2
1082,204,0,186,2,2
1083,204,0,186,2,2
1084,204,0,186,2,2
1085,205,1,187,2,2
1086,205,0,187,2,2
1087,205,0,187,2,2
1088,205,0,187,2,2
1089,206,1,188,2,2
1090,206,0,188,2,2
1091,206,0,188,2,2
1092,206,0,188,2,2
1093,206,0,188,2,2
1094,207,1,189,2,2
1095,207,0,189,2,2
1096,207,0,189,2,2
1097,207,0,189,2,2
1098,208,1,190,2,2
1099,208,0,190,2,2
1100,208,0,190,2,2
1101,208,0,190,2,2
1102,209,1,190,2,2
1103,209,0,190,2,2
1104,209,0,190,2,2
1105,209,0,190,2,2
1106,209,0,190,2,2
1107,210,1,191,2,2
1108,210,0,191,2,2
1109,210,0,191,2,2
1110,210,0,191,2,2
1111,211,1,192,2,2
1112,211,0,192,2,2
1113,211,0,192,2,2
1114,211,0,192,2,2
1115,212,1,193,2,2
1116,212,0,193,2,2
1117,212,0,193,2,2
1118,212,0,193,2,2
1119,212,0,193,2,2
1120,213,1,194,2,2
1121,213,0,194,2,2
1122,213,0,194,2,2
1123,213,0,194,2,2
1124,214,1,195,2,2
1125,214,0,195,2,2
1126,214,0,195,2,2
1127,214,0,195,2,2
1128,215,1,195,2,2
1129,215,0,195,2,2
1130,215,0,195,2,2
1131,215,0,195,2,2
1132,215,0,195,2,2
1133,216,1,196,2,2
1134,216,0,196,2,2
1135,216,0,196,2,2
1136,216,0,196,2,2
1137,217,1,197,2,2
1138,217,0,197,2,2
1139,217,0,197,2,2
1140,217,0,197,2,2
1141,217,0,197,2,2
1142,218,1,198,2,2
1143,218,0,198,2,2
1144,218,0,198,2,2
1145,218,0,198,2,2
1146,219,1,199,2,2
1147,219,0,199,2,2
1148,219,0,199,2,2
1149,219,0,199,2,2
1150,219,0,199,2,2
